TITLE = "ell.tec"
VARIABLES = "X", "Y", "data_001".
ZONE  N =       65,  E =       96,  DATAPACKING = POINT,  ZONETYPE = FETRIANGLE
     0.00000         0.00000         0.00000    
     0.00000        0.500000        0.250000    
    0.500000         0.00000        0.250000    
     0.00000         1.00000         1.00000    
    0.500000        0.500000        0.484936    
     1.00000         0.00000         1.00000    
     0.00000         1.50000         2.25000    
    0.500000         1.00000         1.22891    
     1.00000        0.500000         1.22891    
     1.50000         0.00000         2.25000    
     0.00000         4.00000         16.0000    
     2.00000         4.00000         20.0000    
     1.50000         4.00000         18.2500    
     1.00000         4.00000         17.0000    
    0.500000         4.00000         16.2500    
     0.00000         3.50000         12.2500    
     0.00000         3.00000         9.00000    
     0.00000         2.50000         6.25000    
     0.00000         2.00000         4.00000    
    0.500000         1.50000         2.47710    
     1.00000         1.00000         1.96993    
     1.50000        0.500000         2.47710    
     2.00000         0.00000         4.00000    
    0.500000         3.50000         12.4864    
     2.00000         3.50000         16.2500    
     1.50000         3.50000         14.4862    
     1.00000         3.50000         13.2327    
    0.500000         3.00000         9.23086    
    0.500000         2.50000         6.47846    
    0.500000         2.00000         4.22735    
     1.00000         1.50000         3.21791    
     1.50000         1.00000         3.21791    
     2.00000        0.500000         4.22735    
     2.50000         0.00000         6.25000    
     1.00000         3.00000         9.97515    
     2.00000         3.00000         13.0000    
     1.50000         3.00000         11.2306    
     1.00000         2.50000         7.22170    
     1.00000         2.00000         4.96962    
     1.50000         1.50000         4.46826    
     2.00000         1.00000         4.96962    
     2.50000        0.500000         6.47846    
     3.00000         0.00000         9.00000    
     1.50000         2.50000         8.47787    
     2.00000         2.50000         10.2500    
     1.50000         2.00000         6.22522    
     3.50000         0.00000         12.2500    
     2.00000         1.50000         6.22522    
     2.50000         1.00000         7.22170    
     3.00000        0.500000         9.23086    
     4.00000         0.00000         16.0000    
     2.00000         2.00000         8.00000    
     3.50000        0.500000         12.4864    
     2.50000         1.50000         8.47787    
     3.00000         1.00000         9.97515    
     4.00000        0.500000         16.2500    
     2.50000         2.00000         10.2500    
     3.50000         1.00000         13.2327    
     3.00000         1.50000         11.2306    
     4.00000         1.00000         17.0000    
     3.00000         2.00000         13.0000    
     3.50000         1.50000         14.4862    
     4.00000         1.50000         18.2500    
     3.50000         2.00000         16.2500    
     4.00000         2.00000         20.0000    
         1         3         2
         6         5         3
         4         2         5
         3         5         2
        23        22        10
        21         9        22
         6        10         9
        22         9        10
        19         7        20
         4         8         7
        21        20         8
         7         8        20
         6         9         5
        21         8         9
         4         5         8
         9         8         5
        52        46        48
        39        40        46
        41        48        40
        46        40        48
        19        20        30
        21        31        20
        39        30        31
        20        31        30
        23        33        22
        41        32        33
        21        22        32
        33        32        22
        39        31        40
        21        32        31
        41        40        32
        31        32        40
        23        34        33
        43        42        34
        41        33        42
        34        42        33
        51        53        47
        55        50        53
        43        47        50
        53        50        47
        52        48        54
        41        49        48
        55        54        49
        48        49        54
        43        50        42
        55        49        50
        41        42        49
        50        49        42
        65        64        63
        61        62        64
        60        63        62
        64        62        63
        52        54        57
        55        59        54
        61        57        59
        54        59        57
        51        56        53
        60        58        56
        55        53        58
        56        58        53
        61        59        62
        55        58        59
        60        62        58
        59        58        62
        19        30        18
        39        29        30
        17        18        29
        30        29        18
        52        44        46
        35        38        44
        39        46        38
        44        38        46
        11        16        24
        17        28        16
        35        24        28
        16        28        24
        39        38        29
        35        28        38
        17        29        28
        38        28        29
        12        13        25
        14        26        13
        36        25        26
        13        26        25
        11        24        15
        35        27        24
        14        15        27
        24        27        15
        52        45        44
        36        37        45
        35        44        37
        45        37        44
        14        27        26
        35        37        27
        36        26        37
        27        37        26
